Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
440104,2.0859,"6,280",1.066137,1.069887,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,2058,304.01138,300.185449,1.0127
440109,1.3603,329,0.989922,0.937392,4,Government - Local,Government,Local,,150,23.50605,24.3219,0.9665
440110,1.4933,667,0.973994,0.918441,5,Voluntary non-profit - Other,Voluntary non-profit,Other,5,261,45.237971,44.573268,1.0149
440120,2.1012,"3,209",0.949945,0.991534,0,Proprietary,Proprietary,,3,1610,255.184547,253.989779,1.0047
440125,1.9557,"3,532",0.97901,0.941642,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1158,171.518013,169.571877,1.0115
440130,1.5286,750,1.10893,1.139688,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,332,60.064403,61.823278,0.9715
440131,1.4329,373,0.952836,1.047269,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,184,32.160984,30.922916,1.04
440132,1.7178,848,1.005055,0.977684,1,Government - Hospital District or Authority,Government,Hospital District or Authority,3,375,61.235085,63.89856,0.9583
440144,1.5801,871,1.032451,0.961101,2,Voluntary non-profit - Other,Voluntary non-profit,Other,4,448,81.945429,84.030267,0.9752
440150,1.7376,"3,368",0.991083,0.979024,1,Proprietary,Proprietary,,3,1039,203.696911,192.757161,1.0568
440151,1.3612,650,1.052319,1.080307,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,277,47.393516,51.358143,0.9228
440153,1.6425,431,0.997937,0.945023,3,Proprietary,Proprietary,,4,194,35.127739,35.87007,0.9793
440156,1.9496,"4,015",0.957786,0.977455,1,Proprietary,Proprietary,,3,1529,222.115825,219.860092,1.0103
440161,2.533,"6,346",1.00038,0.997098,0,Proprietary,Proprietary,,5,2808,348.746279,350.732608,0.9943
440173,2.0731,"5,594",0.948931,0.95821,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2712,328.640351,322.657797,1.0185
440175,1.4864,557,0.972279,1.036335,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,328,56.668019,57.965888,0.9776
440176,1.2994,269,1.009259,0.893159,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,155,29.71546,29.142435,1.0197
440183,2.2002,"1,936",1.032617,1.021677,0,Proprietary,Proprietary,,2,994,144.856476,140.503738,1.031
440184,1.5565,"1,103",0.926212,0.922332,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,237,41.788179,41.010654,1.019
440185,1.7789,"2,098",0.988503,0.978621,1,Proprietary,Proprietary,,1,886,168.785115,170.478216,0.9901
440187,1.4172,521,1.027837,1.055512,0,Proprietary,Proprietary,,3,258,41.31428,42.611046,0.9696
440193,1.601,"1,262",1.055414,1.023803,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,566,80.267044,78.468208,1.0229
440194,1.8054,"1,791",0.980698,0.970138,2,Proprietary,Proprietary,,4,512,111.2372,107.567093,1.0341
440197,1.8174,"1,111",1.008086,1.024036,0,Proprietary,Proprietary,,4,192,38.259488,36.745472,1.0412
440227,1.8938,"1,276",0.967893,0.945309,3,Proprietary,Proprietary,,3,375,73.125705,72.126111,1.0139
440228,2.0579,"2,086",1.026111,1.017291,0,Proprietary,Proprietary,,3,796,135.55201,137.85524,0.9833
450002,2.0131,"1,216",1.012693,1.057726,0,Proprietary,Proprietary,,2,212,41.786548,41.427808,1.0087
450010,1.9305,"4,997",1.101231,1.134328,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2357,408.514379,433.944297,0.9414
450011,1.94,"4,632",1.065071,1.060025,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1607,279.727782,288.784142,0.9686
450015,2.0638,"2,527",0.911194,0.933095,4,Government - Hospital District or Authority,Government,Hospital District or Authority,3,430,93.883716,98.110368,0.9569
450018,1.9599,"6,056",1.048051,0.990572,0,Government - State,Government,State,2,1911,406.49398,377.255343,1.0775
450021,2.4943,"8,543",1.005837,1.00019,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,2162,357.46804,378.629846,0.9441
450023,1.7202,"1,927",1.14218,1.201426,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,797,130.362098,139.54227,0.9342
450024,2.2074,"1,490",1.09374,1.083913,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,146,28.029891,26.112936,1.0734
450028,1.9936,"1,588",1.087595,1.112572,0,Proprietary,Proprietary,,4,527,104.258703,101.892838,1.0232
450029,2.0531,"2,556",1.038503,1.0488,0,Proprietary,Proprietary,,2,944,192.772734,189.239919,1.0187
450032,1.9527,"4,265",1.02483,1.050395,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2095,433.718995,383.890055,1.1298
450033,2.0058,"2,775",1.022318,1.040139,0,Proprietary,Proprietary,,2,1077,166.912567,160.028816,1.043
450034,1.9576,"3,461",1.068449,1.087804,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1200,216.76063,221.77866,0.9774
450035,1.8664,824,1.085413,1.036517,0,Physician,Physician,,3,80,18.01816,17.4976,1.0298
450040,2.1307,"5,117",1.070624,1.10682,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2434,387.637311,407.44396,0.9514
450042,1.9179,"4,145",1.015487,1.026273,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1519,260.942372,274.53296,0.9505
450044,2.475,"8,651",0.976229,1.014461,0,Government - State,Government,State,5,1343,303.670597,296.782444,1.0232
450046,2.2147,"4,426",1.11905,1.059618,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1341,238.063273,250.619088,0.9499
450051,2.3588,"2,731",1.047233,1.048318,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,567,111.78702,109.871991,1.0174
450054,2.1896,"7,019",0.945397,0.974604,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2226,356.786766,365.617541,0.9758
450056,2.2416,"3,415",1.036623,1.05195,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,852,148.346919,148.576052,0.9985
450058,2.072,"8,861",1.054596,1.036123,0,Proprietary,Proprietary,,4,3371,434.402437,449.062302,0.9674
450064,1.7906,"2,334",1.042541,1.096912,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,652,120.095814,117.355242,1.0234
450068,2.8148,"6,376",1.023898,1.031566,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1136,219.629099,221.817661,0.9901
450072,1.4658,914,1.062454,1.033347,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,419,78.735174,78.311454,1.0054
450079,1.7598,"2,232",1.01416,0.977519,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,736,140.504321,139.185779,1.0095
450080,1.6749,816,1.113905,1.040188,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,384,74.03891,71.361949,1.0375
450082,1.5222,336,1.073237,1.09145,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,68,12.220212,12.255776,0.9971
450087,1.8555,"1,743",1.081407,1.038564,0,Proprietary,Proprietary,,2,587,116.631325,110.531595,1.0552
450090,1.5993,534,1.082462,1.092216,0,Government - Hospital District or Authority,Government,Hospital District or Authority,5,122,18.725292,17.89862,1.0462
450092,1.9993,797,1.071603,1.050073,0,Proprietary,Proprietary,,4,342,67.183704,68.763399,0.977
450097,2.0326,"1,488",1.095007,1.078146,0,Proprietary,Proprietary,,3,376,80.107647,77.442804,1.0344
450099,1.7268,501,0.988007,0.959146,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,72,14.694984,14.17968,1.0363
450101,1.8494,"2,828",1.027266,0.990849,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,821,143.245538,146.208105,0.9797
450102,2.1718,"7,645",1.083553,1.093093,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3336,490.144015,517.39728,0.9473
450104,1.5901,"1,342",1.129879,1.067907,0,Government - Local,Government,Local,2,387,61.324398,61.449123,0.998
450107,2.0581,"2,942",1.031422,1.047108,0,Proprietary,Proprietary,,2,710,136.710952,133.732869,1.0223
450119,2.0853,"3,535",1.030724,1.032358,0,Proprietary,Proprietary,,3,1090,216.54038,215.547454,1.0046
450124,2.3672,"1,615",1.074899,1.065654,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,55,9.788405,9.50389,1.0299
450128,1.9522,"1,032",0.989078,0.971798,2,Voluntary non-profit - Private,Voluntary non-profit,Private,5,407,86.28801,83.861976,1.0289
450132,2.0187,"2,806",1.108744,1.080471,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,1011,177.633663,176.649518,1.0056
450133,1.9388,"2,367",1.11844,1.072893,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,780,120.325224,126.908604,0.9481
450135,2.0848,"8,139",1.040107,1.030419,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,2186,395.840787,398.203367,0.9941
450137,2.2256,"4,075",1.066647,1.02797,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,883,172.853832,168.648642,1.0249
450147,1.7682,"2,090",1.196288,1.252253,0,Proprietary,Proprietary,,3,725,128.596567,132.605394,0.9698
450148,1.6965,658,1.017216,1.012516,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,355,61.489167,60.540914,1.0157
450152,1.8575,"1,457",0.993776,0.972113,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,616,118.621512,116.571651,1.0176
450154,1.4627,461,0.913446,1.011489,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,201,38.167473,38.079225,1.0023
450163,1.5084,415,1.072832,1.006214,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,219,40.391058,38.838222,1.04
450176,1.9063,"1,323",0.959629,1.010313,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,549,116.989301,110.587569,1.0579
450184,2.1299,"11,547",1.03088,0.997621,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,4274,800.593866,804.507484,0.9951
450193,2.914,"4,777",1.00941,1.031454,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1114,206.691915,219.081333,0.9434
450196,1.7197,"3,148",1.080338,1.089368,0,Proprietary,Proprietary,,2,1655,256.23212,261.207321,0.981
450200,1.7361,"1,960",1.084871,1.11877,0,Physician,Physician,,2,630,105.419697,106.228705,0.9924
450203,1.7532,"1,674",1.089826,0.996471,0,Proprietary,Proprietary,,3,861,134.774295,132.202905,1.0195
450209,2.1121,"2,779",1.056067,1.07773,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,807,128.496398,140.14128,0.9169
450210,1.2059,255,1.060299,0.989936,0,Proprietary,Proprietary,,,140,23.622844,22.741138,1.0388
450211,2.0272,"1,704",1.040441,1.020241,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,836,155.11715,148.251656,1.0463
450213,2.1798,"3,908",1.032934,1.012831,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,348,62.415813,63.230025,0.9871
450222,1.9052,"2,918",1.060095,1.053086,0,Proprietary,Proprietary,,2,942,170.236085,167.33937,1.0173
450229,2.0075,"6,967",1.072052,1.092009,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2397,373.656378,385.533602,0.9692
450231,1.971,"6,246",1.073522,1.043955,0,Proprietary,Proprietary,,2,2431,405.785006,403.75372,1.005
450236,1.6996,"1,092",1.148773,1.016185,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,468,83.342337,88.65186,0.9401
450237,1.9638,"5,628",1.082202,1.058375,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,2433,362.823383,381.657353,0.9507
450271,1.7704,"1,692",1.148681,1.136905,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,714,129.368664,131.919688,0.9807
450272,1.7051,829,1.021584,1.081749,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,285,52.050462,49.404579,1.0536
450292,1.5077,301,1.002291,1.057258,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,75,15.069825,14.185575,1.0623
450324,1.8513,"6,358",1.055861,1.024174,0,Proprietary,Proprietary,,3,2611,517.731213,496.753514,1.0422
450330,1.8034,798,1.191022,1.24515,0,Proprietary,Proprietary,,2,329,65.239999,66.40595,0.9824
450347,1.5783,875,1.159895,1.118836,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,401,71.899418,69.410349,1.0359
450351,1.5613,403,0.96005,0.989732,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,163,24.663732,24.318575,1.0142
450352,1.6227,"2,231",1.090845,1.072039,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,1125,223.763794,210.336203,1.0638
450358,2.5125,"12,221",0.992125,1.001126,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3507,612.82401,651.055543,0.9413
450372,1.6951,"2,012",1.057103,1.086102,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,782,138.938655,143.329912,0.9694
450379,2.0005,465,1.252245,1.184201,0,Proprietary,Proprietary,,4,171,31.558983,31.66683,0.9966
450388,2.1124,"19,127",1.044331,1.051595,0,Proprietary,Proprietary,,3,5369,867.880125,878.665404,0.9877
450389,1.463,"1,476",0.978848,0.956137,2,Proprietary,Proprietary,,3,608,109.063478,108.392998,1.0062
450395,1.7118,317,1.022346,1.05031,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,190,33.754236,34.656544,0.974
450403,1.7853,"2,887",1.109934,1.101535,0,Proprietary,Proprietary,,4,1099,188.956859,178.85882,1.0565
450419,1.4736,378,0.998119,1.027147,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,103,15.424044,15.731499,0.9805
450424,1.9396,"2,669",1.034335,1.02875,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1006,194.30693,198.639691,0.9782
450431,2.5762,"6,880",1.047441,1.038985,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3643,440.845828,465.812282,0.9464
450447,1.7333,650,0.949798,0.977781,1,Government - Hospital District or Authority,Government,Hospital District or Authority,2,286,49.58244,50.855496,0.975
450462,2.123,"5,881",1.069897,1.04757,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1809,276.508243,293.913521,0.9408
450465,1.6393,481,1.050421,1.066728,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,102,24.376674,23.453472,1.0394
450475,1.2351,360,1.030194,1.006236,0,Proprietary,Proprietary,,2,96,17.5814,16.763451,1.0488
450484,1.8642,"1,900",1.001057,1.001149,0,Proprietary,Proprietary,,3,637,124.058431,126.02849,0.9844
450508,1.6776,875,1.137353,1.0871,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,327,68.639139,63.856512,1.0749
450518,1.6698,"1,463",1.147372,1.135798,0,Physician,Physician,,3,573,100.228536,100.252823,0.9998
450537,2.1166,"3,144",1.194803,1.214664,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,1162,212.345745,204.646384,1.0376
450539,1.7893,336,1.038126,0.90782,6,Voluntary non-profit - Private,Voluntary non-profit,Private,3,77,17.839822,17.275335,1.0327
450563,1.8015,"3,789",1.01905,1.026749,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1004,168.258559,170.412009,0.9874
450565,1.5827,573,1.12171,1.058638,0,Government - Hospital District or Authority,Government,Hospital District or Authority,1,203,34.863151,33.549949,1.0391
450571,1.7688,"5,303",0.988187,1.033257,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1578,239.694338,239.08527,1.0025
450584,1.6019,354,0.998172,0.978603,1,Government - Hospital District or Authority,Government,Hospital District or Authority,,123,21.689383,19.719678,1.0999
450587,1.8258,728,1.074139,1.095856,0,Proprietary,Proprietary,,2,339,54.195881,54.774119,0.9894
450596,1.9297,879,1.033475,0.975856,1,Proprietary,Proprietary,,3,578,98.606146,102.952892,0.9578
450604,1.8749,681,0.967325,0.956625,2,Voluntary non-profit - Private,Voluntary non-profit,Private,5,235,36.384107,37.311253,0.9752
450610,2.1703,"3,560",1.0078,1.027559,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1564,241.480672,245.805002,0.9824
450617,1.9447,"5,777",1.070376,1.084458,0,Proprietary,Proprietary,,2,1856,410.16253,371.11566,1.1052
450634,1.9276,"3,176",1.019376,1.016779,0,Proprietary,Proprietary,,4,923,178.616724,166.776946,1.071
450638,2.1302,"1,617",1.154816,1.104189,0,Proprietary,Proprietary,,3,325,68.509526,65.006185,1.0539
450639,1.7998,"2,538",1.037753,1.034771,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,800,140.131348,146.017582,0.9597
450643,2.0161,"1,155",0.969703,0.991214,0,Proprietary,Proprietary,,3,566,112.981471,112.138323,1.0075
450644,1.897,"1,544",1.101425,1.075435,0,Proprietary,Proprietary,,3,500,106.357438,105.761877,1.0056
450647,2.3881,"5,222",1.048183,1.033065,0,Proprietary,Proprietary,,4,1348,209.384471,212.935032,0.9833
450651,2.2342,"6,594",1.139063,1.078683,0,Proprietary,Proprietary,,3,1505,233.342259,236.737577,0.9857
450653,1.5222,417,1.026443,1.086493,0,Proprietary,Proprietary,,1,156,27.914004,27.580155,1.0121
450656,1.8356,"1,464",0.994272,0.955308,3,Voluntary non-profit - Other,Voluntary non-profit,Other,2,534,93.504073,95.004072,0.9842
450659,3.0638,741,1.092603,1.014659,0,Proprietary,Proprietary,,5,93,22.68921,22.914642,0.9902
450661,2.0568,972,0.969757,1.030519,0,Proprietary,Proprietary,,2,379,70.783115,68.585239,1.032
450662,2.0192,"1,534",0.986107,0.986632,1,Proprietary,Proprietary,,2,693,154.667128,142.473934,1.0856
450668,2.3151,"1,632",1.0363,1.035398,0,Proprietary,Proprietary,,2,525,84.902462,85.674817,0.991
450669,1.7143,"1,422",1.058657,1.029255,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,513,94.007219,88.490418,1.0623
450670,1.8937,"1,832",1.103777,1.146314,0,Proprietary,Proprietary,,3,695,135.488635,132.164734,1.0251
450672,2.3364,"3,420",1.072066,1.053197,0,Proprietary,Proprietary,,4,631,126.751334,124.143032,1.021
450675,2.0289,"3,190",1.055841,1.029038,0,Proprietary,Proprietary,,2,936,190.062977,176.721421,1.0755
450677,1.8683,"2,282",0.978461,0.986747,1,Voluntary non-profit - Church,Voluntary non-profit,Church,4,991,191.709385,191.623765,1.0004
450678,2.0267,852,1.088089,1.098941,0,Proprietary,Proprietary,,1,302,58.684014,56.596291,1.0369
450684,1.9713,"2,435",1.022856,1.014114,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,964,191.473311,191.350783,1.0006
450686,2.2623,"3,508",1.053052,1.120954,0,Government - Hospital District or Authority,Government,Hospital District or Authority,4,990,166.495841,173.855311,0.9577
450688,1.8985,"1,320",1.073337,1.095068,0,Proprietary,Proprietary,,3,369,76.695514,77.742912,0.9865
450690,1.4075,502,0.942021,0.977847,1,Government - State,Government,State,5,70,11.65955,11.76385,0.9911
450697,2.0362,884,1.04497,1.067703,0,Physician,Physician,,2,200,37.10418,35.761175,1.0376
450702,2.1514,"2,897",1.014661,1.070984,0,Proprietary,Proprietary,,2,1343,211.249832,201.054615,1.0507
450709,1.7174,"1,897",1.180669,1.129133,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,607,122.142827,119.944883,1.0183
450711,2.0293,"1,853",0.955496,0.965214,2,Proprietary,Proprietary,,4,561,126.153987,116.029743,1.0873
450713,2.0466,"4,977",1.064018,1.075245,0,Proprietary,Proprietary,,4,1404,250.262472,249.476114,1.0032
450718,2.0282,"3,111",1.035596,1.068467,0,Proprietary,Proprietary,,4,949,163.752594,169.356603,0.9669
450723,1.8833,"3,286",1.110608,1.105658,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1078,234.885996,221.186562,1.0619
450730,1.7828,717,1.044334,1.081745,0,Proprietary,Proprietary,,2,307,58.149622,57.298299,1.0149
450742,1.7647,"2,111",1.110003,1.041127,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,656,120.553748,117.633333,1.0248
450743,1.8572,"2,457",1.062835,1.110836,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,879,156.806359,154.202542,1.0169
450747,1.5848,863,1.064747,1.061682,0,Proprietary,Proprietary,,2,377,71.55892,70.057725,1.0214
450771,1.8729,"3,479",1.079156,1.09376,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1161,171.901427,177.251333,0.9698
450775,1.982,"6,131",1.092036,1.073435,0,Proprietary,Proprietary,,2,2252,453.06887,428.720695,1.0568
450779,1.753,"2,678",0.981165,1.009438,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1299,172.764089,167.015719,1.0344
450788,1.9094,"3,601",1.046275,1.038594,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,1180,208.76277,207.280517,1.0072
450801,1.9492,"4,833",1.017916,1.059231,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,2079,347.442864,356.092017,0.9757
450809,1.8414,"3,682",1.029863,1.034364,0,Proprietary,Proprietary,,4,1348,196.912209,203.32802,0.9684
450820,1.9227,"5,218",1.024816,1.036852,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2017,423.477729,405.351558,1.0447
450822,1.7777,619,1.009756,0.990234,0,Proprietary,Proprietary,,3,56,11.84176,11.291056,1.0488
450828,1.6454,550,1.138237,1.060652,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,75,15.843225,16.7775,0.9443
450840,1.6627,903,1.05197,1.059143,0,Government - Federal,Government,Federal,4,268,47.252164,44.554452,1.0605
450844,1.9122,"4,557",1.078506,1.081696,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1598,300.916484,295.751255,1.0175
450847,1.934,"2,451",0.995737,1.016888,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,783,154.977012,155.485497,0.9967
450848,1.8926,"1,616",0.965813,0.932938,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,502,106.633204,103.380078,1.0315
450851,3.0645,"1,178",0.956863,1.011964,0,Proprietary,Proprietary,,5,326,52.510702,51.718468,1.0153
450853,2.2362,242,1.001245,0.995663,0,Proprietary,Proprietary,,3,401,15.329428,14.734344,1.0404
450855,2.1211,"1,105",0.999637,1.057957,0,Proprietary,Proprietary,,4,344,65.369931,65.075528,1.0045
450862,1.9775,"2,496",1.084385,1.058691,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,936,160.807352,162.493239,0.9896
450864,2.8903,"1,048",0.881926,0.886381,7,Physician,Physician,,4,1077,31.262079,40.299186,0.7757
450867,1.5501,872,0.97454,1.053858,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,130,19.0918,18.07247,1.0564
450869,2.3359,"2,585",1.031685,1.054531,0,Physician,Physician,,3,804,169.602243,161.633635,1.0493
450876,2.4918,794,0.992745,1.120112,0,Government - Hospital District or Authority,Government,Hospital District or Authority,2,1030,91.377087,86.365313,1.058
450885,1.8368,881,1.125477,1.075551,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,236,45.292974,42.009937,1.0781
450890,1.8732,"2,935",1.052703,1.06472,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,678,118.650968,121.328062,0.9779
450893,3.3886,389,1.01306,1.009055,0,Physician,Physician,,5,247,32.539352,31.745797,1.025
460001,2.2714,"3,408",1.005016,0.981986,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,856,111.566023,126.11808,0.8846
460004,2.2506,"3,084",0.974437,0.934732,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,524,79.87889,91.591802,0.8721
460005,2.06,"1,304",1.027291,0.999267,0,Proprietary,Proprietary,,4,199,35.722614,35.721054,1
460006,2.0332,928,0.938983,0.973713,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,54,10.52379,10.283706,1.0233
460009,2.5342,"6,172",1.032425,1.019344,0,Government - State,Government,State,5,1108,144.080337,164.870269,0.8739
460010,2.3634,"5,276",0.992723,0.965765,2,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1422,212.05267,231.234997,0.917
460011,1.5727,690,0.99932,1.015618,0,Proprietary,Proprietary,,4,132,19.259196,19.601076,0.9826
460013,2.0363,701,0.9739,0.950029,3,Proprietary,Proprietary,,5,380,25.659672,24.336368,1.0544
460015,1.9121,896,0.919706,0.857987,9,Voluntary non-profit - Private,Voluntary non-profit,Private,5,103,14.668642,15.223915,0.9635
460019,1.5186,343,0.851458,0.853301,9,Voluntary non-profit - Other,Voluntary non-profit,Other,2,91,15.066506,14.478009,1.0406
460021,2.1142,"5,428",0.965258,0.951478,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2126,241.957946,267.603058,0.9042
460023,1.6186,675,0.953616,0.892977,6,Voluntary non-profit - Private,Voluntary non-profit,Private,5,134,17.283186,18.62935,0.9277
460030,1.4307,388,0.830091,0.793359,10,Proprietary,Proprietary,,4,84,11.06658,10.609536,1.0431
460041,1.9071,"1,061",0.98935,0.95411,3,Proprietary,Proprietary,,4,292,41.448292,44.169072,0.9384
460042,1.9171,801,0.969456,0.987461,1,Voluntary non-profit - Other,Voluntary non-profit,Other,5,74,11.7327,11.874336,0.9881
460047,2.1976,"2,770",1.021819,1.043628,0,Proprietary,Proprietary,,3,1130,128.591583,135.623411,0.9482
460051,1.8847,"1,359",1.014561,1.00944,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,317,49.796044,54.168136,0.9193
460052,2.1945,540,1.038142,0.986446,1,Proprietary,Proprietary,,3,60,9.70098,9.14532,1.0608
470001,1.4019,"1,891",0.893588,0.949688,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,653,122.211758,116.985514,1.0447
470003,2.0318,"7,208",0.973706,0.970235,2,Voluntary non-profit - Other,Voluntary non-profit,Other,5,2621,346.298396,374.194397,0.9255
470005,1.4811,"2,566",0.969898,0.972137,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1062,151.155205,150.297251,1.0057
470011,1.3427,658,0.954428,0.954456,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,210,36.922986,34.438518,1.0721
470012,1.366,"1,394",0.936256,0.948294,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,734,137.432684,132.642924,1.0361
490002,1.3143,413,0.920664,0.871722,8,Voluntary non-profit - Private,Voluntary non-profit,Private,1,131,28.609503,25.181273,1.1361
490004,1.7798,"4,274",0.909527,0.925795,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2579,426.223978,445.017332,0.9578
490005,1.8317,"7,364",0.964622,0.952508,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3830,588.304802,610.492686,0.9637
490007,2.8655,"6,976",0.968313,0.964021,2,Voluntary non-profit - Other,Voluntary non-profit,Other,4,2187,393.008244,401.610943,0.9786
490009,2.6718,"7,748",1.020612,1.029915,0,Government - State,Government,State,5,2403,350.827348,349.356311,1.0042
490013,1.5623,"1,185",0.947418,0.897989,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,703,124.746056,124.526,1.0018
490017,1.9216,"2,544",0.94289,0.924498,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,848,156.755685,166.630731,0.9407
490018,1.716,"3,710",0.923274,0.902119,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2238,263.556766,289.047029,0.9118
490019,1.5778,"1,124",0.98648,0.988925,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,579,100.947699,99.176409,1.0179
490020,1.6269,"1,585",0.979112,0.970923,2,Proprietary,Proprietary,,4,491,93.998071,94.466457,0.995
